name,price,product_dimensions,description,sustainability_features,rating,number_of_reviews,product_page_url
"Ergotron -WorkFit-S Dual Monitor Standing Desk Converter, Sit Stand Workstation for Tabletops -With Worksurface, Black",$830.00 ,"16.3""D x 27""W x 35.5""H","Broad compatibility: Fits two screens up to 24 inches diagonal and 6 to 12 pounds each; compatible with VESA patterns 75x75mm and 100x100mm Room to work: 15 x 23-inch worksurface holds all your desktop essentials; large 27 x 9-inch keyboard tray easily accommodates a standard keyboard and mouse; keyboard tray offers back-tilt functionality, moves in tandem with worksurface and is positioned 6 inches below it, promoting comfort and ergonomics Ergonomic workspace: Fine-tune your sitting or standing position with 18 inches of worksurface lift plus 5 inches of independent screen height adjustment; adjusts smoothly from minimum monitor height of 8.7 inches to maximum monitor height of 31.5 inches; install screens at a 3 or 8-degree upward angle for optimal viewing Easy setup: Includes height-adjustment column, desk clamp, crossbar, two monitor pivots, worksurface and large keyboard tray; desk clamp attaches to desktops 0.47 to 2.4 inches thick; variable weight setting enables effortless movement; individually adjust monitors and keyboard tray for personalized comfort Built to last: Extensive quality testing ensures your workstation holds up to rigorous daily use; Ergotron products set the standard for quality with a 5-year warranty and expert technical support","Worker well-being
Manufactured on farms or in facilities that protect the rights and/or health of workers.
As certified by
BIFMA LEVEL   BIFMA LEVEL   BIFMA LEVEL",3.7 out of 5 stars,217 ratings,https://www.amazon.com/-/zh/dp/B0076O1MQY/ref=sr_1_39_mod_primary_new?dib=eyJ2IjoiMSJ9.qh1XfM-8k6gSnySRFXe0972XEN-80ODaUfATu6prag4apF0T-YJDe5TcuTjnCQSiplUbmTnxLlW3nIS4d0gfvgwCvnTp6adN1SVqfs8TuA6FY7RMv_H5ztdotePu5sRGuvIfZ-cYERp1THWzMakREoHOdiLjuFiHdKUkglFCJo4mxkZfabtT3D0KbTN_KEXNn9SdK4m91EMs_9-jwyvr44iznDyrbVhvuAKm-mmGoQg.vu4KbmApQdHrhG9rVXsIe3sKFvRxcG9AKypCSGXtsFE&dib_tag=se&qid=1719037351&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=8-39&srs=24000582011
"Ergotron -LX Single Monitor Arm, VESA Wall Mount -for Monitors Up to 34 Inches, 7 to 25 lbs -Matte Black",   $206.02 with 10 percent savings    ,,"Broad compatibility: Fits single screens up to 34 inches diagonal and 7 to 25 pounds; compatible with VESA patterns 75x75mm and 100x100mm Installation flexibility: Includes arm, extension, wall mount base with theft deterrent anchor holes for cable locks, and hardware; attaches directly to sturdy vertical surfaces, wood studs, or to optional accessories Wall Plate (97-101-003) or Track Mount Bracket Kit (97-091) Large range of motion: Find the most comfortable and ergonomic fit with 25.7 inches of horizontal extension and 13 inches of lift; add more reach with the LX Extension (45-289-224) accessory; customize views with 360 degrees of rotation and 75 degrees of tilt; frees up desktop space by folding within 4 inches of the wall Sleek and sturdy: Enhances the look of your workstation with adjustable positioning to help boost productivity; neatly control cables with integrated cable management Built to last: Extensive quality testing ensures your display stays stable and secure; Ergotron products set the standard for quality with a 10-year warranty and expert technical support","Worker well-being
Manufactured on farms or in facilities that protect the rights and/or health of workers.
As certified by
BIFMA LEVEL   BIFMA LEVEL   BIFMA LEVEL",4.4 out of 5 stars,612 ratings,https://www.amazon.com/-/zh/dp/B07TLC2FJC/ref=sr_1_40?dib=eyJ2IjoiMSJ9.qh1XfM-8k6gSnySRFXe0972XEN-80ODaUfATu6prag4apF0T-YJDe5TcuTjnCQSiplUbmTnxLlW3nIS4d0gfvgwCvnTp6adN1SVqfs8TuA6FY7RMv_H5ztdotePu5sRGuvIfZ-cYERp1THWzMakREoHOdiLjuFiHdKUkglFCJo4mxkZfabtT3D0KbTN_KEXNn9SdK4m91EMs_9-jwyvr44iznDyrbVhvuAKm-mmGoQg.vu4KbmApQdHrhG9rVXsIe3sKFvRxcG9AKypCSGXtsFE&dib_tag=se&qid=1719037351&sr=8-40&srs=24000582011
"HON Brigade Metal Bookcase - Bookcase with Six Shelves, 34-1/2w by 12-5/8d by 81-1/8h, Black (HS82ABC)",$595.47 ,"12.63""D x 34.5""W x 81.13""H","SPACE-SAVING: Reduce clutter on your desk and around the office with this bookcase from HON-America's filing and storage leader STEEL CONSTRUCTION: The precision-formed steel shelves can hold whatever books, manuals, or other items you need DURABLE: This metal bookcase has reinforcements on all four sides plus a welded construction that long outlast the build-it-yourself construction of similar cabinets ADJUSTABLE: The adjustable shelves can be moved up and down in 1/2"" increments so you can customize the bookcase to fit your items NO ASSEMBLY NEEDED: Instead of spending your valuable time assembling your new bookcase, you can start organizing your office as soon as your already assembled bookcase arrives","Worker well-being
Manufactured on farms or in facilities that protect the rights and/or health of workers.
As certified by
BIFMA LEVEL   BIFMA LEVEL   BIFMA LEVEL",3.6 out of 5 stars,135 ratings,https://www.amazon.com/-/zh/dp/B00006ICYJ/ref=sr_1_41?dib=eyJ2IjoiMSJ9.qh1XfM-8k6gSnySRFXe0972XEN-80ODaUfATu6prag4apF0T-YJDe5TcuTjnCQSiplUbmTnxLlW3nIS4d0gfvgwCvnTp6adN1SVqfs8TuA6FY7RMv_H5ztdotePu5sRGuvIfZ-cYERp1THWzMakREoHOdiLjuFiHdKUkglFCJo4mxkZfabtT3D0KbTN_KEXNn9SdK4m91EMs_9-jwyvr44iznDyrbVhvuAKm-mmGoQg.vu4KbmApQdHrhG9rVXsIe3sKFvRxcG9AKypCSGXtsFE&dib_tag=se&qid=1719037351&sr=8-41&srs=24000582011
"HON 314PQ 310 Series Four-Drawer, Full-Suspension File, Letter, 26-1/2d, Light Gray",$592.99 ,"26.5""D x 15""W x 52""H",Sold as 1 EA. Commercial-grade files to meet your long-lasting needs. Spring-loaded follower block in each drawer keeps files upright and neat. High drawer sides add strength and serve as front-to-back hangrails. Thumb latch keeps drawers safely closed. Label holders for quick and easy identification of contents.,"Worker well-being
Manufactured on farms or in facilities that protect the rights and/or health of workers.
As certified by
BIFMA LEVEL   BIFMA LEVEL   BIFMA LEVEL",3.6 out of 5 stars,,https://www.amazon.com/-/zh/dp/B00V9LJ3UC/ref=sr_1_42?dib=eyJ2IjoiMSJ9.qh1XfM-8k6gSnySRFXe0972XEN-80ODaUfATu6prag4apF0T-YJDe5TcuTjnCQSiplUbmTnxLlW3nIS4d0gfvgwCvnTp6adN1SVqfs8TuA6FY7RMv_H5ztdotePu5sRGuvIfZ-cYERp1THWzMakREoHOdiLjuFiHdKUkglFCJo4mxkZfabtT3D0KbTN_KEXNn9SdK4m91EMs_9-jwyvr44iznDyrbVhvuAKm-mmGoQg.vu4KbmApQdHrhG9rVXsIe3sKFvRxcG9AKypCSGXtsFE&dib_tag=se&qid=1719037351&sr=8-42&srs=24000582011
Humanscale CPU200 CPU Holder Black,$110.00 ,,Package Weight: 3.039 kilograms The Package Height of the Product is 45.72 centimeters The Package Length of the Product is 19.05 centimeters The Package Width of the Product is 32.385 centimeters,"Worker well-being
Manufactured on farms or in facilities that protect the rights and/or health of workers.
As certified by
BIFMA LEVEL   BIFMA LEVEL   BIFMA LEVEL",4.4 out of 5 stars,1 rating,https://www.amazon.com/-/zh/dp/B003S0WIUE/ref=sr_1_43?dib=eyJ2IjoiMSJ9.qh1XfM-8k6gSnySRFXe0972XEN-80ODaUfATu6prag4apF0T-YJDe5TcuTjnCQSiplUbmTnxLlW3nIS4d0gfvgwCvnTp6adN1SVqfs8TuA6FY7RMv_H5ztdotePu5sRGuvIfZ-cYERp1THWzMakREoHOdiLjuFiHdKUkglFCJo4mxkZfabtT3D0KbTN_KEXNn9SdK4m91EMs_9-jwyvr44iznDyrbVhvuAKm-mmGoQg.vu4KbmApQdHrhG9rVXsIe3sKFvRxcG9AKypCSGXtsFE&dib_tag=se&qid=1719037351&sr=8-43&srs=24000582011
"HON Fuse HAUFHR15N Storage Cube, White",$119.10 ,"22.9""D x 18.8""W x 13.3""H",Lockable door safely secures everything from personal valuables to private work Hang Fuse Workplace Tools from the side to provide easy access to personal items Storage on the side frees up valuable space inside the cubby for larger pieces Mounts flush with the front of the worksurface for a tighter fit and finish Moves with your height-adjustable workstation for easy access to your stored items,"Worker well-being
Manufactured on farms or in facilities that protect the rights and/or health of workers.
As certified by
BIFMA LEVEL   BIFMA LEVEL   BIFMA LEVEL",4.4 out of 5 stars,1 rating,https://www.amazon.com/-/zh/dp/B082B2Q5BD/ref=sr_1_44?dib=eyJ2IjoiMSJ9.qh1XfM-8k6gSnySRFXe0972XEN-80ODaUfATu6prag4apF0T-YJDe5TcuTjnCQSiplUbmTnxLlW3nIS4d0gfvgwCvnTp6adN1SVqfs8TuA6FY7RMv_H5ztdotePu5sRGuvIfZ-cYERp1THWzMakREoHOdiLjuFiHdKUkglFCJo4mxkZfabtT3D0KbTN_KEXNn9SdK4m91EMs_9-jwyvr44iznDyrbVhvuAKm-mmGoQg.vu4KbmApQdHrhG9rVXsIe3sKFvRxcG9AKypCSGXtsFE&dib_tag=se&qid=1719037351&sr=8-44&srs=24000582011
"Ergotron -WorkFit-A Dual Monitor Standing Desk Converter, Sit Stand Workstation for Tabletops -Suspended Keyboard Tray",$699.00 ,,"Dual-monitor compatibility: Fits two screens up to 24 inches diagonal and 4.5 to 10 pounds each; compatible with VESA patterns 75x75mm and 100x100mm Room to work: 22 x 10-inch worksurface holds desktop essentials; large 27 x 10-inch suspended keyboard tray easily accommodates a full-size keyboard and mouse; keyboard tray folds up for space-saving convenience, moves in tandem with worksurface and is positioned 4 inches below it, promoting comfort and ergonomics Ergonomic workspace: Fine-tune your sitting or standing position with 20 inches of lift plus 5 inches of independent screen height adjustment; adjusts smoothly from minimum monitor height of 8.2 inches to maximum monitor height of 33.2 inches; arm extends up to 47.2 inches from the back of the desk to the front edge of the keyboard tray Easy setup: Includes arm, monitor riser, crossbar bow, two monitor pivots, keyboard tray support bracket, worksurface, keyboard tray, fasteners, Velcro, cable wrap and adjustment tools; desk clamp attaches to desktops 0.8 to 2.5 inches thick, or install with grommet mount through a desk surface hole up to 2.5 inches thick Built to last: Extensive quality testing ensures your workstation holds up to rigorous daily use; Ergotron products set the standard for quality with a 5-year warranty and expert technical support","Worker well-being
Manufactured on farms or in facilities that protect the rights and/or health of workers.
As certified by
BIFMA LEVEL   BIFMA LEVEL   BIFMA LEVEL",3.6 out of 5 stars,44 ratings,https://www.amazon.com/-/zh/dp/B00D94YDMA/ref=sr_1_45?dib=eyJ2IjoiMSJ9.qh1XfM-8k6gSnySRFXe0972XEN-80ODaUfATu6prag4apF0T-YJDe5TcuTjnCQSiplUbmTnxLlW3nIS4d0gfvgwCvnTp6adN1SVqfs8TuA6FY7RMv_H5ztdotePu5sRGuvIfZ-cYERp1THWzMakREoHOdiLjuFiHdKUkglFCJo4mxkZfabtT3D0KbTN_KEXNn9SdK4m91EMs_9-jwyvr44iznDyrbVhvuAKm-mmGoQg.vu4KbmApQdHrhG9rVXsIe3sKFvRxcG9AKypCSGXtsFE&dib_tag=se&qid=1719037351&sr=8-45&srs=24000582011
Humanscale M8 Adjustable Articulating Computer Monitor Arm - Bolt Through Mount with Base - Silver with Gray Trim,$395.80 ,,"NEW Genunie Humanscale M8 Monitor Arm Kit - Accommodates virtually any monitor ranging from 8 -40 lbs. Curved Monitors not Tested or Supported. Offers 11.5-of dynamic height adjustment. Offers up to 22-of depth adjustment. Built-in fine-tune adjustment ensures that double monitors line up perfectly. Monitor Not included. VESA Plate supports all monitors with 75mm and 100mm VESA hole patterns (Larger VESA plates also available) Select from Bolt-Through or Clamp Mount in Black, Silver or Polished Aluminum. Full Humanscale 10-year 24/7 Factory Warranty is Included","Worker well-being
Manufactured on farms or in facilities that protect the rights and/or health of workers.
As certified by
BIFMA LEVEL   BIFMA LEVEL   BIFMA LEVEL",4.2 out of 5 stars,,https://www.amazon.com/-/zh/dp/B00TTU15W4/ref=sr_1_47?dib=eyJ2IjoiMSJ9.qh1XfM-8k6gSnySRFXe0972XEN-80ODaUfATu6prag4apF0T-YJDe5TcuTjnCQSiplUbmTnxLlW3nIS4d0gfvgwCvnTp6adN1SVqfs8TuA6FY7RMv_H5ztdotePu5sRGuvIfZ-cYERp1THWzMakREoHOdiLjuFiHdKUkglFCJo4mxkZfabtT3D0KbTN_KEXNn9SdK4m91EMs_9-jwyvr44iznDyrbVhvuAKm-mmGoQg.vu4KbmApQdHrhG9rVXsIe3sKFvRxcG9AKypCSGXtsFE&dib_tag=se&qid=1719037351&sr=8-47&srs=24000582011
"HON HONSL4L18EREP SmartLink Four-Leg Chair, 19.5"" x 19.63"" x 31"", Regatta Seat, Regatta Base, 4/Carton",$445.92 ,"19.63""D x 19.5""W x 31""H","SmartLink chairs feature responsive contoured geometry to support the way people move, allowing them to turn around, sit sideways, lean back, and stay comfortable and focused for longer periods of time This four-leg armless chair supports learning by allowing for a variety of postures The single-piece seat is easy to clean and maintain Tubular steel frame withstands anything students throw at it Stacks up to five high on the floor to clear room when needed","Worker well-being
Manufactured on farms or in facilities that protect the rights and/or health of workers.
As certified by
BIFMA LEVEL   BIFMA LEVEL   BIFMA LEVEL",4.4 out of 5 stars,,https://www.amazon.com/-/zh/dp/B0B6QC7GVF/ref=sr_1_48?dib=eyJ2IjoiMSJ9.qh1XfM-8k6gSnySRFXe0972XEN-80ODaUfATu6prag4apF0T-YJDe5TcuTjnCQSiplUbmTnxLlW3nIS4d0gfvgwCvnTp6adN1SVqfs8TuA6FY7RMv_H5ztdotePu5sRGuvIfZ-cYERp1THWzMakREoHOdiLjuFiHdKUkglFCJo4mxkZfabtT3D0KbTN_KEXNn9SdK4m91EMs_9-jwyvr44iznDyrbVhvuAKm-mmGoQg.vu4KbmApQdHrhG9rVXsIe3sKFvRxcG9AKypCSGXtsFE&dib_tag=se&qid=1719037351&sr=8-48&srs=24000582011
"HON SmartLink Four-Leg Chair, 19.5"" x 19.63"" x 31"", Onyx Seat, Onyx Base, 4/Carton",   $409.63 with 44 percent savings    ,"30""D x 8""W x 6""H","SmartLink chairs feature responsive contoured geometry to support the way people move, allowing them to turn around, sit sideways, lean back, and stay comfortable and focused for longer periods of time. This four-leg armless chair supports learning by allowing for a variety of postures. The single-piece seat is easy to clean and maintain. Tubular steel frame withstands anything students throw at it. Stacks up to five high on the floor to clear room when needed.","Worker well-being
Manufactured on farms or in facilities that protect the rights and/or health of workers.
As certified by
BIFMA LEVEL   BIFMA LEVEL   BIFMA LEVEL",4.4 out of 5 stars,,https://www.amazon.com/-/zh/dp/B0B6QBS6VC/ref=sr_1_49?dib=eyJ2IjoiMSJ9.VzrHSZaaon3lqxv9lczuwqcEEUsET1Ci2LOdgncAoVgA2411Eyw7lm4wm_c_7uarqnLhdezfKXVx7PytyKb92w.Inj5dA6AV45f6f9frTsxSYUW2B_72CJ5UflN3-pQYtM&dib_tag=se&qid=1719037430&sr=8-49&srs=24000582011
"Hon 315PP Five-Drawer, Full-Suspension File, Letter Size, 26-1/2-Inch D, Black",$838.68 ,"26.5""D x 15""W x 60""H",Sold as 1 Each. Commercial-grade files to meet your long-lasting needs. Spring-loaded follower block in each drawer keeps files upright and neat. High drawer sides add strength and serve as front-to-back hangrails. Thumb latch keeps drawers safely closed. Label holders for quick and easy identification of contents.,"Worker well-being
Manufactured on farms or in facilities that protect the rights and/or health of workers.
As certified by
BIFMA LEVEL   BIFMA LEVEL   BIFMA LEVEL",Previous page of related Sponsored Products,,https://www.amazon.com/-/zh/dp/B00YG7F3ZA/ref=sr_1_50?dib=eyJ2IjoiMSJ9.VzrHSZaaon3lqxv9lczuwqcEEUsET1Ci2LOdgncAoVgA2411Eyw7lm4wm_c_7uarqnLhdezfKXVx7PytyKb92w.Inj5dA6AV45f6f9frTsxSYUW2B_72CJ5UflN3-pQYtM&dib_tag=se&qid=1719037430&sr=8-50&srs=24000582011
"Hon 315PP Five-Drawer, Full-Suspension File, Letter Size, 26-1/2-Inch D, Black",$838.68 ,"26.5""D x 15""W x 60""H",Sold as 1 Each. Commercial-grade files to meet your long-lasting needs. Spring-loaded follower block in each drawer keeps files upright and neat. High drawer sides add strength and serve as front-to-back hangrails. Thumb latch keeps drawers safely closed. Label holders for quick and easy identification of contents.,"Worker well-being
Manufactured on farms or in facilities that protect the rights and/or health of workers.
As certified by
BIFMA LEVEL   BIFMA LEVEL   BIFMA LEVEL",Previous page of related Sponsored Products,,https://www.amazon.com/-/zh/dp/B00YG7F3ZA/ref=sr_1_50?dib=eyJ2IjoiMSJ9.VzrHSZaaon3lqxv9lczuwqcEEUsET1Ci2LOdgncAoVgA2411Eyw7lm4wm_c_7uarqnLhdezfKXVx7PytyKb92w.Inj5dA6AV45f6f9frTsxSYUW2B_72CJ5UflN3-pQYtM&dib_tag=se&qid=1719037430&sr=8-50&srs=24000582011
"Ergotron -DS100 Quad Monitor Stand for Desk, Four Monitor VESA Mount -for 4 Monitors Up to 24 Inches, 0 to 31 lbs Each",   $384.70 with 20 percent savings    ,,"Broad compatibility: Fits four screens up to 24 inches diagonal and 31 pounds each; compatible with VESA patterns 75x75mm and 100x100mm Compact design: Includes 28-inch pole, base, two paraview poles, four sliding monitor brackets and cable management hardware; install displays with 4-degree inward, outward, upward or downward off-set to optimize viewing Ergonomic comfort: Supports four monitors positioned in a quad formation; customize how you tackle each project with 360 degrees of rotation to view monitors in portrait or landscape mode Instant upgrade: Keep monitors steady from one low-profile, stable base that frees up more workspace; creates a neat work area with cable management; modular design is easy to customize with accessories Durable by design: Extensive quality testing ensures your monitors stay stable and secure; Ergotron products set the standard for quality with a 5-year warranty and expert technical support","Worker well-being
Manufactured on farms or in facilities that protect the rights and/or health of workers.
As certified by
BIFMA LEVEL   BIFMA LEVEL   BIFMA LEVEL",4.2 out of 5 stars,45 ratings,https://www.amazon.com/-/zh/dp/B000SUM0LO/ref=sr_1_51?dib=eyJ2IjoiMSJ9.VzrHSZaaon3lqxv9lczuwqcEEUsET1Ci2LOdgncAoVgA2411Eyw7lm4wm_c_7uarqnLhdezfKXVx7PytyKb92w.Inj5dA6AV45f6f9frTsxSYUW2B_72CJ5UflN3-pQYtM&dib_tag=se&qid=1719037430&sr=8-51&srs=24000582011
EVOLVE3-FF-SLV Triple Monitor Arm,$519.95 ,,"EVOLVE-Series Triple Monitor arm w/ 3 Fixed Limbs, SILVER Finish An arm height adjustment ranging from 13.6"" to 25.25"". Monitor extension: 26.75"" Monitor retraction: 4"" Monitor tilt: +90/-25 degrees","Worker well-being
Manufactured on farms or in facilities that protect the rights and/or health of workers.
As certified by
BIFMA LEVEL   BIFMA LEVEL   BIFMA LEVEL",4.1 out of 5 stars,,https://www.amazon.com/-/zh/dp/B01ASEBAXS/ref=sr_1_52?dib=eyJ2IjoiMSJ9.VzrHSZaaon3lqxv9lczuwqcEEUsET1Ci2LOdgncAoVgA2411Eyw7lm4wm_c_7uarqnLhdezfKXVx7PytyKb92w.Inj5dA6AV45f6f9frTsxSYUW2B_72CJ5UflN3-pQYtM&dib_tag=se&qid=1719037430&sr=8-52&srs=24000582011
"Ergotron -Neo-Flex Single Monitor Arm, VESA Desk Mount -for Monitors Up to 24 Inches, 0 to 18 lbs -Silver",$149.00 ,,Broad compatibility: Fits single screens up to 24 inches diagonal and 18 pounds; compatible with VESA patterns 75x75mm and 100x100mm Versatile mounting: Includes desk clamp that attaches to desktops up to 1.8 inches thick and grommet mount that attaches through a desk surface hole up to 2 inches wide and 1.75 inches deep Comfortable working: Offers 8 inches of height adjustment and 19 inches of extension to reach across large workstations; customize how you work or collaborate with 360 degrees of rotation and 180 degrees of tilt Budget-friendly: Compact monitor arm is perfect for first-time buyers on a tight budget; easily adjusts to your needs with the push of a button and lifting the display; ships fully assembled for quick installation Built to last: Extensive quality testing ensures your monitor stays stable and secure; Ergotron products set the standard for quality with a 3-year warranty and expert technical support,"Worker well-being
Manufactured on farms or in facilities that protect the rights and/or health of workers.
As certified by
BIFMA LEVEL   BIFMA LEVEL   BIFMA LEVEL",4.3 out of 5 stars,483 ratings,https://www.amazon.com/-/zh/dp/B000AMJC2K/ref=sr_1_53?dib=eyJ2IjoiMSJ9.VzrHSZaaon3lqxv9lczuwqcEEUsET1Ci2LOdgncAoVgA2411Eyw7lm4wm_c_7uarqnLhdezfKXVx7PytyKb92w.Inj5dA6AV45f6f9frTsxSYUW2B_72CJ5UflN3-pQYtM&dib_tag=se&qid=1719037430&sr=8-53&srs=24000582011
Humanscale Element Vision LED Light: Element Desktop Base - Silver (semi-Matte),,"24""D x 8""W x 24""H","Advanced MCX LED Technology provides a large footprint of ergonomic light from a single light source, producing an even plane of illumination creating a glare-free, single shadow work environment. Element Vision's custom dimming capability allows for seven settings of light intensity. An internal counterbalance provides effortless, one-touch positioning while also allowing for quick storage when not in use Element Vision has an impressive reach of up to 28"" Element Vision is able to provide a high color rendering index (CRI) of 89 while also delivering 3000K illumination","Worker well-being
Manufactured on farms or in facilities that protect the rights and/or health of workers.
As certified by
BIFMA LEVEL   BIFMA LEVEL   BIFMA LEVEL",4.3 out of 5 stars,10 ratings,https://www.amazon.com/-/zh/dp/B0716WFCGS/ref=sr_1_49?dib=eyJ2IjoiMSJ9.zkhi3zji5qLqzsvg02N8jEPGdJd2iSZzelR1RVdtMUqF1FI6Huuat6-Ue_ywTyeD3SqWb6mg3rcd_FBURqk6IHNX_eZDdb7pRChW3zebLB-pKK6z5XlpWSzsjeMwppPWP4h2JqOG8uq1g4RB_6dbUj26WKHqCN4xLViILv-hOxs.Mw__gK7DIva7D-96yj4g7F3Cw-PbLkk1tVlWXY56W8s&dib_tag=se&qid=1719037430&sr=8-49&srs=24000582011
"HON Motivate Seating Cart High-Density Stacking Chairs, 21-3/8 x 34-1/4 x 36-5/8,Blk",$444.73 ,"36.6""D x 34.3""W x 21.4""H","Part of the Motive Series from HON, one of America's leaders in high-quality seating Holds up to 40 Stacking Chairs Sturdy steel construction Heavy-duty casters for easy mobility Backed by the HON Full Lifetime Warranty","Worker well-being
Manufactured on farms or in facilities that protect the rights and/or health of workers.
As certified by
BIFMA LEVEL   BIFMA LEVEL   BIFMA LEVEL",4.4 out of 5 stars,,https://www.amazon.com/-/zh/dp/B00F59NIOQ/ref=sr_1_50?dib=eyJ2IjoiMSJ9.zkhi3zji5qLqzsvg02N8jEPGdJd2iSZzelR1RVdtMUqF1FI6Huuat6-Ue_ywTyeD3SqWb6mg3rcd_FBURqk6IHNX_eZDdb7pRChW3zebLB-pKK6z5XlpWSzsjeMwppPWP4h2JqOG8uq1g4RB_6dbUj26WKHqCN4xLViILv-hOxs.Mw__gK7DIva7D-96yj4g7F3Cw-PbLkk1tVlWXY56W8s&dib_tag=se&qid=1719037430&sr=8-50&srs=24000582011
"Ergotron -Neo-Flex Mobile MediaCenter UHD, Rolling Computer Cart -for Heavy Monitors or TVs Up to 80 Inches, 90 to 120 lbs -Black","$1,349.00 ",,"Compatible with heavy monitors or TVs: Fits single screens up to 80 inches diagonal and 90 to 120 pounds; compatible with large VESA patterns, any size within 200-600mm by 200-400mm Versatile Presentation Cart: Large video screen cart offers portrait-to-landscape rotation, easy height adjustment, and tilt for flexible presentations, perfect to suit any setting Effortless Mobility: Roll through doorways, tuck into corners, and nest with other carts easily for convenient mobility and storage Video-Conference Ready: Optional Ergotron Camera Shelf accessory (97-491-085) allows you to set up a video-conference center quickly so you can maximize your technology investment without delay Professional Grade: Quality design keeps your heavy display stable and secure; sets the standard for quality with a 3-year warranty and expert technical support","Worker well-being
Manufactured on farms or in facilities that protect the rights and/or health of workers.
As certified by
BIFMA LEVEL   BIFMA LEVEL   BIFMA LEVEL",3.9 out of 5 stars,5 ratings,https://www.amazon.com/-/zh/dp/B004L01SF6/ref=sr_1_51?dib=eyJ2IjoiMSJ9.zkhi3zji5qLqzsvg02N8jEPGdJd2iSZzelR1RVdtMUqF1FI6Huuat6-Ue_ywTyeD3SqWb6mg3rcd_FBURqk6IHNX_eZDdb7pRChW3zebLB-pKK6z5XlpWSzsjeMwppPWP4h2JqOG8uq1g4RB_6dbUj26WKHqCN4xLViILv-hOxs.Mw__gK7DIva7D-96yj4g7F3Cw-PbLkk1tVlWXY56W8s&dib_tag=se&qid=1719037430&sr=8-51&srs=24000582011
"Ergotron -Neo-Flex Mobile MediaCenter UHD, Rolling Computer Cart -for Heavy Monitors or TVs Up to 80 Inches, 90 to 120 lbs -Black","$1,349.00 ",,"Compatible with heavy monitors or TVs: Fits single screens up to 80 inches diagonal and 90 to 120 pounds; compatible with large VESA patterns, any size within 200-600mm by 200-400mm Versatile Presentation Cart: Large video screen cart offers portrait-to-landscape rotation, easy height adjustment, and tilt for flexible presentations, perfect to suit any setting Effortless Mobility: Roll through doorways, tuck into corners, and nest with other carts easily for convenient mobility and storage Video-Conference Ready: Optional Ergotron Camera Shelf accessory (97-491-085) allows you to set up a video-conference center quickly so you can maximize your technology investment without delay Professional Grade: Quality design keeps your heavy display stable and secure; sets the standard for quality with a 3-year warranty and expert technical support","Worker well-being
Manufactured on farms or in facilities that protect the rights and/or health of workers.
As certified by
BIFMA LEVEL   BIFMA LEVEL   BIFMA LEVEL",3.9 out of 5 stars,5 ratings,https://www.amazon.com/-/zh/dp/B004L01SF6/ref=sr_1_51?dib=eyJ2IjoiMSJ9.zkhi3zji5qLqzsvg02N8jEPGdJd2iSZzelR1RVdtMUqF1FI6Huuat6-Ue_ywTyeD3SqWb6mg3rcd_FBURqk6IHNX_eZDdb7pRChW3zebLB-pKK6z5XlpWSzsjeMwppPWP4h2JqOG8uq1g4RB_6dbUj26WKHqCN4xLViILv-hOxs.Mw__gK7DIva7D-96yj4g7F3Cw-PbLkk1tVlWXY56W8s&dib_tag=se&qid=1719037430&sr=8-51&srs=24000582011
6-28680370-WM-NIK,"$1,090.46 ","30""D x 60""W x 29.5""H","Hon 34962CL 34000 Series Double Pedestal Desk, 60w x 30d x 29-1/2h, Harvest/Putty Durable woodgrain laminate top with polished chrome legs. Full-extension high-sided file drawers, with triple-tied suspension, accommodate hanging files. Three-quarter extension box drawers with nylon roller suspension. Central locking center drawer with supply tray and HONR ""One Key"" interchangeable lock cores. Three-quarter height modesty panel for privacy.","Worker well-being
Manufactured on farms or in facilities that protect the rights and/or health of workers.
As certified by
BIFMA LEVEL   BIFMA LEVEL   BIFMA LEVEL",3.7 out of 5 stars,,https://www.amazon.com/-/zh/dp/B00KKY45WK/ref=sr_1_52?dib=eyJ2IjoiMSJ9.zkhi3zji5qLqzsvg02N8jEPGdJd2iSZzelR1RVdtMUqF1FI6Huuat6-Ue_ywTyeD3SqWb6mg3rcd_FBURqk6IHNX_eZDdb7pRChW3zebLB-pKK6z5XlpWSzsjeMwppPWP4h2JqOG8uq1g4RB_6dbUj26WKHqCN4xLViILv-hOxs.Mw__gK7DIva7D-96yj4g7F3Cw-PbLkk1tVlWXY56W8s&dib_tag=se&qid=1719037430&sr=8-52&srs=24000582011
