name,price,product_dimensions,description,sustainability_features,rating,number_of_reviews,product_page_url
"Desktop Drawer Set, Black, 375 x 300 x 216 mm",$37.98 ,"14.76""D x 11.81""W x 8.5""H","Includes 2 non-skid rubber feet, handle on front right hand side of drawer, drawer stop and opening for feeding paper upwards Suitable for documents measuring up to 260 x 350mm Made of 100% recycled polystyrene and Blue Angel certified Outer measurements: 216 (Height) x 300 (Width) x 375mm (Length) Drawer Measurements: 44 (Height) x 264 (Width) x 354mm (Length)","Manufacturing practices
Manufactured using processes that reduce the risk of negative environmental impact.
As certified by
Blue Angel",4.0 out of 5 stars,78 ratings,https://www.amazon.com/-/zh/dp/B0032W6ZVG/ref=sr_1_52?dib=eyJ2IjoiMSJ9.7F-IvlPIDyEhUy8LHumJY5TYwYIdgsqdZKsYhbFVjKpY9242ZeqaTfeTeiideBamHCh_Qut3JhiDDsC6b2IDL5Rm0EOhLQvHq6AZD3pG99POwfOQ8tTSzk7l4bvXi4giSO3Mn7RNGsN8EFYHqyXzwlSopkMCAo6zIE3GIYTmJhw.8W_rs1OuQkZZQ2mgvKBeKcj41-0B3HcLgPB8jmNFers&dib_tag=se&qid=1719038764&sr=8-52&srs=24229290011
"IDEAL 3104 Cross-Cut Commercial Office Paper Shredder Heavy Duty, Made in Germany, Continuous Operation, 22 to 25 Sheet Feed Capacity, 32-Gallon Bin, Shreds Staples/Credit Card, P-4 Security","$2,085.00 ",,"CROSS CUT: Cross cut shredding provides superior security by cutting documents into smaller pieces, making it virtually impossible to reconstruct or read sensitive information. HEAVY DUTY SHREDDER : Continuous run-time shredding machine that works great as a paper shredder, cardboard shredder for compost, cd shredder, or credit card shredder. Automatic oiler regularly oils your centralized office shredder to ensure smoother, faster, and quieter shredding PROTECT YOUR INFORMATION: P-4 cross-cut security level is HIPAA and FACTA compliant and federally accepted to protect information against identity theft HIGH CAPACITY SHREDDER: Tears through 22-25 sheets of paper at a time, with a throughput of 635 sheets per minute, and features a 32 gallon shred bin COMMERCIAL PAPER SHREDDER : Designed for 10-12 users in a department, floor or office; TAA compliant. ideal shredders also work great as shredders for home office. Whether you are using it as a document shredder, cross cut shredder, or commercial shredder, ideal. will get the job done every time JAM PREVENTION: Electronic Capacity Control (ECC) monitors and grades document-feeding to prevent jams; Features manual reverse, automatic reverse and stop when overfed; The shredder will automatically stop when bin is full SAFETY: Safety Protection System includes electronically-controlled patented safety shield that protects fingers and hands, automatic stop when the cabinet is open, and integrated photo cell that automatically starts and stops shredding","Manufacturing practices
Manufactured using processes that reduce the risk of negative environmental impact.
As certified by
Blue Angel",3.8 out of 5 stars,20 ratings,https://www.amazon.com/-/zh/dp/B0038P9UV4/ref=sr_1_53?dib=eyJ2IjoiMSJ9.7F-IvlPIDyEhUy8LHumJY5TYwYIdgsqdZKsYhbFVjKpY9242ZeqaTfeTeiideBamHCh_Qut3JhiDDsC6b2IDL5Rm0EOhLQvHq6AZD3pG99POwfOQ8tTSzk7l4bvXi4giSO3Mn7RNGsN8EFYHqyXzwlSopkMCAo6zIE3GIYTmJhw.8W_rs1OuQkZZQ2mgvKBeKcj41-0B3HcLgPB8jmNFers&dib_tag=se&qid=1719038764&sr=8-53&srs=24229290011
"Elba Touareg Suspension File Cardboard Brown 6piÃ¨ce Divider â€?Divider (Brown (S), Cardboard, A4, 210 mm x 297 mm 120 g)",$5.91 ,,"Quality index made of cardboard for DIN A4, 6 parts with Euro holes (universal punching) Box of 20 The index is divided into 6 parts with blank tabs for easy labelling The folder and file indexes are made from environmentally friendly, sturdy 290 g/mÂ² recycled cardboard, made from chlorine-free manufacturing process 6 sheets of A4 full coverage, versatile, ideal use as dividers for folders, binders, folders, etc. for home, school and office Ideal format with 225 x 297 mm per index sheet, perfect size for organising documents up to DIN A4 format Please note that this product changes the brand: it may be delivered under the Oxford or Oxford brand name in between","Manufacturing practices
Manufactured using processes that reduce the risk of negative environmental impact.
As certified by
Blue Angel",4.6 out of 5 stars,220 ratings,https://www.amazon.com/-/zh/dp/B000XJSQ68/ref=sr_1_54?dib=eyJ2IjoiMSJ9.7F-IvlPIDyEhUy8LHumJY5TYwYIdgsqdZKsYhbFVjKpY9242ZeqaTfeTeiideBamHCh_Qut3JhiDDsC6b2IDL5Rm0EOhLQvHq6AZD3pG99POwfOQ8tTSzk7l4bvXi4giSO3Mn7RNGsN8EFYHqyXzwlSopkMCAo6zIE3GIYTmJhw.8W_rs1OuQkZZQ2mgvKBeKcj41-0B3HcLgPB8jmNFers&dib_tag=se&qid=1719038764&sr=8-54&srs=24229290011
Maul MAULpro Eco Staple Dispenser | Sustainable Desk Organiser for Storage of Paper Clips | Organiser for the Office and Workplace | Includes 15 Clips | Black,$17.38 ,,"Always at hand: the Maul staple dispenser MAULpro Eco convinces as a practical organiser for paper clips; 15 clips are already included. With strong central magnet, the large capacity desk organiser ensures that paper clips always stay in place, so nothing is lost. The office organiser is made of shatter-proof plastic. With a matte surface, the office accessories impress with a modern design and look good on any desk. Made in Germany - Socially compatible in Germany and made from 85% recycled PS plastic (post consumer material), the organiser also ensures more sustainability. Box contents: 1 x Maul clip dispenser Maul pro + 15 x paper clips Every Maul product has the experience of a German family business with 110 years of history. We combine sustainability and new technologies with functionality and craftsmanship.","Manufacturing practices
Manufactured using processes that reduce the risk of negative environmental impact.
As certified by
Blue Angel",4.6 out of 5 stars,14 ratings,https://www.amazon.com/-/zh/dp/B097C2W1FC/ref=sr_1_55?dib=eyJ2IjoiMSJ9.7F-IvlPIDyEhUy8LHumJY5TYwYIdgsqdZKsYhbFVjKpY9242ZeqaTfeTeiideBamHCh_Qut3JhiDDsC6b2IDL5Rm0EOhLQvHq6AZD3pG99POwfOQ8tTSzk7l4bvXi4giSO3Mn7RNGsN8EFYHqyXzwlSopkMCAo6zIE3GIYTmJhw.8W_rs1OuQkZZQ2mgvKBeKcj41-0B3HcLgPB8jmNFers&dib_tag=se&qid=1719038764&sr=8-55&srs=24229290011
LanghaarmÃ¤dchen: MUTIG ist das neue SCHÃ–N: Friseurinnen. Freundinnen. Unternehmerinnen. Unser Abenteuer zur internationalen Haarpflegemarke.: mit einem Vorwort von Laura Malina Seiler,$24.60 ,,,,5.0 out of 5 stars,23 ratings,https://www.amazon.com/-/zh/dp/3949822054/ref=sr_1_56?dib=eyJ2IjoiMSJ9.7F-IvlPIDyEhUy8LHumJY5TYwYIdgsqdZKsYhbFVjKpY9242ZeqaTfeTeiideBamHCh_Qut3JhiDDsC6b2IDL5Rm0EOhLQvHq6AZD3pG99POwfOQ8tTSzk7l4bvXi4giSO3Mn7RNGsN8EFYHqyXzwlSopkMCAo6zIE3GIYTmJhw.8W_rs1OuQkZZQ2mgvKBeKcj41-0B3HcLgPB8jmNFers&dib_tag=se&qid=1719038764&sr=8-56&srs=24229290011
Think! Women's Mules,$88.50 ,,,"Manufacturing practices
This product has sustainability features recognized by trusted certifications.
As certified by
Blue Angel

Manufacturing practices
Manufactured using processes that reduce the risk of negative environmental impact.
As certified by
Blue Angel",4.4 out of 5 stars,10 ratings,https://www.amazon.com/-/zh/dp/B09BFDVZHG/ref=sr_1_57?dib=eyJ2IjoiMSJ9.7F-IvlPIDyEhUy8LHumJY5TYwYIdgsqdZKsYhbFVjKpY9242ZeqaTfeTeiideBamHCh_Qut3JhiDDsC6b2IDL5Rm0EOhLQvHq6AZD3pG99POwfOQ8tTSzk7l4bvXi4giSO3Mn7RNGsN8EFYHqyXzwlSopkMCAo6zIE3GIYTmJhw.8W_rs1OuQkZZQ2mgvKBeKcj41-0B3HcLgPB8jmNFers&dib_tag=se&qid=1719038764&sr=8-57&srs=24229290011
Schneider Textmarker Job 150 1502,$4.12 ,,Item name: Highlighter Refillable: yes Product type: Job inkjet Compatible: No Copy without shadows: yes,"Manufacturing practices
Manufactured using processes that reduce the risk of negative environmental impact.
As certified by
Blue Angel",3.1 out of 5 stars,118 ratings,https://www.amazon.com/-/zh/dp/B00SND4ZW0/ref=sr_1_58?dib=eyJ2IjoiMSJ9.7F-IvlPIDyEhUy8LHumJY5TYwYIdgsqdZKsYhbFVjKpY9242ZeqaTfeTeiideBamHCh_Qut3JhiDDsC6b2IDL5Rm0EOhLQvHq6AZD3pG99POwfOQ8tTSzk7l4bvXi4giSO3Mn7RNGsN8EFYHqyXzwlSopkMCAo6zIE3GIYTmJhw.8W_rs1OuQkZZQ2mgvKBeKcj41-0B3HcLgPB8jmNFers&dib_tag=se&qid=1719038764&sr=8-58&srs=24229290011
Rebell Eco 310 Calculator,$12.43 ,,"Display 8 Digit; Keys plastic; Power supply 100% solar powered Weight (g) 96; Size (mm) 143 x 102 x 29 Keys %, +/-, âˆ? OFF; 4-key memory; ""Der Blaue Engel"" certification","Manufacturing practices
Manufactured using processes that reduce the risk of negative environmental impact.
As certified by
Blue Angel",4.6 out of 5 stars,101 ratings,https://www.amazon.com/-/zh/dp/B004Q5SOJY/ref=sr_1_59?dib=eyJ2IjoiMSJ9.7F-IvlPIDyEhUy8LHumJY5TYwYIdgsqdZKsYhbFVjKpY9242ZeqaTfeTeiideBamHCh_Qut3JhiDDsC6b2IDL5Rm0EOhLQvHq6AZD3pG99POwfOQ8tTSzk7l4bvXi4giSO3Mn7RNGsN8EFYHqyXzwlSopkMCAo6zIE3GIYTmJhw.8W_rs1OuQkZZQ2mgvKBeKcj41-0B3HcLgPB8jmNFers&dib_tag=se&qid=1719038764&sr=8-59&srs=24229290011
Leitz Quality-Vollpapier Folder 180Â° - Parent ASIN - DE (4) Wide Light Blue,$15.88 ,,"1x quality folder in light blue, special paper lamination in linen embossing, 8 cm spine width, for storing up to 600 (80 g/mÂ²) sheets, for frequent use for home, school or office RPA2023 glued spine label, easy labelling with Leitz Easyprint, individual design of the labels on the Leitz Homepage 32023. 50% wider opening and 20% faster, double-sided filing thanks to stable, patented 180 precision mechanism, high closing force, precision mechanism, FSC certification, blue angel, finger hole, particularly thick grey cardboard with special paper lining in linen embossing, cohesion and stability thanks to fixed locking of the slots, metal edge protection. RPA202 32023 Box contents: Leitz quality folder, light blue, 10070030, dimensions 80 x 318 x 285 mm, A4, two punched holes","Forestry practices
Made with materials from well-managed forests, recycled materials, and/or other controlled wood sources.
As certified by
The Forest Stewardship Council   Blue Angel",4.3 out of 5 stars,140 ratings,https://www.amazon.com/-/zh/dp/B00DNTQYGE/ref=sr_1_65?dib=eyJ2IjoiMSJ9.vP7CJcotGVnG0MDBn3HRE8q0oL47C4m0Z6Nq7MIRzPd2WNJyOM7ljRo_yOS_xlFKjAkxtl5Eiuy62ybShLpldQ.DBnWCoPDKO_mxrmEDSCa37beozW7KVnWRkGgicCBXFE&dib_tag=se&qid=1719038866&sr=8-65&srs=24229290011
"Think! Women's Mizzi Slippers, Black Schwarz Sz K794 02, 6",$157.00 ,,,"Manufacturing practices
This product has sustainability features recognized by trusted certifications.
As certified by
Blue Angel

Manufacturing practices
Manufactured using processes that reduce the risk of negative environmental impact.
As certified by
Blue Angel",4.3 out of 5 stars,14 ratings,https://www.amazon.com/-/zh/dp/B00J00RL3A/ref=sr_1_66?dib=eyJ2IjoiMSJ9.vP7CJcotGVnG0MDBn3HRE8q0oL47C4m0Z6Nq7MIRzPd2WNJyOM7ljRo_yOS_xlFKjAkxtl5Eiuy62ybShLpldQ.DBnWCoPDKO_mxrmEDSCa37beozW7KVnWRkGgicCBXFE&dib_tag=se&qid=1719038866&sr=8-66&srs=24229290011
Leitz 10080030 Quality Folder Paper A4 with Slits Narrow Bright Blue,$15.26 ,,,"Forestry practices
Made with materials from well-managed forests, recycled materials, and/or other controlled wood sources.
As certified by
The Forest Stewardship Council   Blue Angel",4.1 out of 5 stars,148 ratings,https://www.amazon.com/-/zh/dp/B00DNTQYGY/ref=sr_1_67?dib=eyJ2IjoiMSJ9.vP7CJcotGVnG0MDBn3HRE8q0oL47C4m0Z6Nq7MIRzPd2WNJyOM7ljRo_yOS_xlFKjAkxtl5Eiuy62ybShLpldQ.DBnWCoPDKO_mxrmEDSCa37beozW7KVnWRkGgicCBXFE&dib_tag=se&qid=1719038866&sr=8-67&srs=24229290011
Esselte Leitz Three-Flap Folder A5â€“Mainly Cardboard-Blue,$8.38 ,,3 flaps on the underside: yes Material: 100% PrimÃ¤rkarton Type of closure: without fastening For use with Paper formats: DIN A5 Grammage: 300 g / mÂ²,"Manufacturing practices
Manufactured using processes that reduce the risk of negative environmental impact.
As certified by
Blue Angel",4.1 out of 5 stars,36 ratings,https://www.amazon.com/-/zh/dp/B00X0VQBOA/ref=sr_1_68?dib=eyJ2IjoiMSJ9.vP7CJcotGVnG0MDBn3HRE8q0oL47C4m0Z6Nq7MIRzPd2WNJyOM7ljRo_yOS_xlFKjAkxtl5Eiuy62ybShLpldQ.DBnWCoPDKO_mxrmEDSCa37beozW7KVnWRkGgicCBXFE&dib_tag=se&qid=1719038866&sr=8-68&srs=24229290011
Think! Women's Mizzi_3-000124 Sustainable Mules Slippers,$300.00 ,,,"Manufacturing practices
This product has sustainability features recognized by trusted certifications.
As certified by
Blue Angel

Manufacturing practices
Manufactured using processes that reduce the risk of negative environmental impact.
As certified by
Blue Angel",4.2 out of 5 stars,37 ratings,https://www.amazon.com/-/zh/dp/B00J00R8HY/ref=sr_1_69?dib=eyJ2IjoiMSJ9.vP7CJcotGVnG0MDBn3HRE8q0oL47C4m0Z6Nq7MIRzPd2WNJyOM7ljRo_yOS_xlFKjAkxtl5Eiuy62ybShLpldQ.DBnWCoPDKO_mxrmEDSCa37beozW7KVnWRkGgicCBXFE&dib_tag=se&qid=1719038866&sr=8-69&srs=24229290011
"Falken Unireg Hawks Suspension Files, Side Opening, Brown, A4, Pack of 25",$57.51 ,,"Unireg hanging folders are the perfect storage solution for your files and documents. They are very stable and durable because they are made from 230g/m2 recycled cardboard. Hanging folders come in convenient packs of 5 or 25. Tabs and labels are supplied with folders and can be re-ordered separately at any time. Hanging file, recycled card 230g/m2, open on the sides Filing capacity: 350 sheets (80g/m2) Made in Germany. Certified Blue Angel.","Manufacturing practices
Manufactured using processes that reduce the risk of negative environmental impact.
As certified by
Blue Angel",4.7 out of 5 stars,"3,625 ratings",https://www.amazon.com/-/zh/dp/B000KTBBPY/ref=sr_1_65?dib=eyJ2IjoiMSJ9.y_sy_m6cYShC6EIlpk-03HYpZso0y59UHBv0E0ei8i7cRM57SJTkD4EkhQPn3rRMNCDBWbdxTZEsnvKwuvMQk5GVAcqhP38tkhy7ZxQSOK1ixVUWKGPxPNDfRUJx214tffH-bK2Z78j1PeFwhoFbEJHECT_xV-TDRPrLvAl-eWE.UuNTyeD2OxPViPZCW7hhIMvFCAP2MF-up9XQV0U2uco&dib_tag=se&qid=1719038866&sr=8-65&srs=24229290011
"Schneider Highlighter Job pen, refillable, green",$6.89 ,,Item name: Highlighter Refillable: yes Product type: Job inkjet Compatible: No Copy without shadows: yes,"Manufacturing practices
Manufactured using processes that reduce the risk of negative environmental impact.
As certified by
Blue Angel",4.4 out of 5 stars,152 ratings,https://www.amazon.com/-/zh/dp/B00SND4ZXY/ref=sr_1_66?dib=eyJ2IjoiMSJ9.y_sy_m6cYShC6EIlpk-03HYpZso0y59UHBv0E0ei8i7cRM57SJTkD4EkhQPn3rRMNCDBWbdxTZEsnvKwuvMQk5GVAcqhP38tkhy7ZxQSOK1ixVUWKGPxPNDfRUJx214tffH-bK2Z78j1PeFwhoFbEJHECT_xV-TDRPrLvAl-eWE.UuNTyeD2OxPViPZCW7hhIMvFCAP2MF-up9XQV0U2uco&dib_tag=se&qid=1719038866&sr=8-66&srs=24229290011
"Suspension file with a band fastener: Alpha Active, white",$29.25 ,,"Suspension File; Suspension File indices; 1925 suspension file Alpha Active coloured card white Suspension File Alpha Active opening to the side. For loose-leaf storage of loose documents. With slit for Einsteckheft stripes (6130), patented, sturdy rail with retractable hook, with transparent, Einsschiebbarem tab and interchangeable blank label, with rubber cover. Material: Chipboard 225 g/mÂ². For A4 documents. Box contents: pack of 5. Colour: White Suspension File","Manufacturing practices
Manufactured using processes that reduce the risk of negative environmental impact.
As certified by
Blue Angel",Previous page,,https://www.amazon.com/-/zh/dp/B00S3FVN6Y/ref=sr_1_67?dib=eyJ2IjoiMSJ9.y_sy_m6cYShC6EIlpk-03HYpZso0y59UHBv0E0ei8i7cRM57SJTkD4EkhQPn3rRMNCDBWbdxTZEsnvKwuvMQk5GVAcqhP38tkhy7ZxQSOK1ixVUWKGPxPNDfRUJx214tffH-bK2Z78j1PeFwhoFbEJHECT_xV-TDRPrLvAl-eWE.UuNTyeD2OxPViPZCW7hhIMvFCAP2MF-up9XQV0U2uco&dib_tag=se&qid=1719038866&sr=8-67&srs=24229290011
Esselte Leitz Three-Flap Folder A4-Red,$6.22 ,,Description of features: Liniendruck on lid Type of closure: without fastening 3 flaps on the underside: yes Grammage: 300 g / m Material: 100% Primrkarton,"Manufacturing practices
Manufactured using processes that reduce the risk of negative environmental impact.
As certified by
Blue Angel",4.9 out of 5 stars,11 ratings,https://www.amazon.com/-/zh/dp/B00SWHNDN4/ref=sr_1_68?dib=eyJ2IjoiMSJ9.y_sy_m6cYShC6EIlpk-03HYpZso0y59UHBv0E0ei8i7cRM57SJTkD4EkhQPn3rRMNCDBWbdxTZEsnvKwuvMQk5GVAcqhP38tkhy7ZxQSOK1ixVUWKGPxPNDfRUJx214tffH-bK2Z78j1PeFwhoFbEJHECT_xV-TDRPrLvAl-eWE.UuNTyeD2OxPViPZCW7hhIMvFCAP2MF-up9XQV0U2uco&dib_tag=se&qid=1719038866&sr=8-68&srs=24229290011
"HP Laserjet Pro M148fdw All-in-One Wireless Monochrome Laser Printer, Fax, Mobile & Auto Two-Sided Printing, Works with Alexa (4PA42A)",$219.00 ,,"Uncompromising quality â€?Print, scan, copy and fax consistently high-quality documents with the HP LaserJet Pro M148fdw all-in-one laser printer, HP's best-value printer for automatic 2-sided printing Speed through tasks â€?Stay productive with an auto document feeder, 250-sheet input tray and print speeds of up to 30 pages a minute from this laser printer scanner Stay connected when it matters most - Print from Dropbox and Google Drive with the highly rated HP Smart app for easy printing from your mobile device, or HP Voice-activated printing makes it easy to connect your virtual assistant to your HP printer Easily print with or without wires â€?Print from anywhere in the office, and access and share resources on a network with this multifunction laser printer's built-in Ethernet or wireless functionality Print with or without a network â€?Use built-in Wi-Fi Direct to connect your smartphone directly to your wireless laser printer for easy mobile printing, even without a local network connection Save time and energy â€?Swiftly print two-sided documents and save paper with automatic two-sided printing, and save energy with HP Auto-On/Auto-Off technology that helps ensure your laser printer scanner is only on when you need it Sharp text and crisp graphics â€?Print 1,000 professional-quality pages right out of the box with sharp, black text and rich, dimensional grayscales using this wireless laser printer with HP Original 94A/94X toner One-year limited hardware warranty â€?Get help with 24-hour, 7 days a week FREE HP Web support. Easily set up your printer by downloading the HP Smart App on your mobile device","Manufacturing practices
Manufactured using processes that reduce the risk of negative environmental impact.
As certified by
Blue Angel   EPEAT",4.2 out of 5 stars,"2,999 ratings",https://www.amazon.com/-/zh/dp/B07HB4V132/ref=sr_1_69?dib=eyJ2IjoiMSJ9.y_sy_m6cYShC6EIlpk-03HYpZso0y59UHBv0E0ei8i7cRM57SJTkD4EkhQPn3rRMNCDBWbdxTZEsnvKwuvMQk5GVAcqhP38tkhy7ZxQSOK1ixVUWKGPxPNDfRUJx214tffH-bK2Z78j1PeFwhoFbEJHECT_xV-TDRPrLvAl-eWE.UuNTyeD2OxPViPZCW7hhIMvFCAP2MF-up9XQV0U2uco&dib_tag=se&qid=1719038866&sr=8-69&srs=24229290011
"Kyocera 1102P32US0 Model ECOSYS M8130cidn Color A3 MFP Multi-Function Laser Printer (Print/Scan/Copy/Fax), 30 ppm Color, Resolution 600 x 600 dpi Up To Fine 1200 x 1200 dpi, Duplex, HyPAS Capable","$3,147.58 ",,W128263874,"Manufacturing practices
Manufactured using processes that reduce the risk of negative environmental impact.
As certified by
Blue Angel",3.7 out of 5 stars,2 ratings,https://www.amazon.com/-/zh/dp/B077N5D5Z6/ref=sr_1_70?dib=eyJ2IjoiMSJ9.y_sy_m6cYShC6EIlpk-03HYpZso0y59UHBv0E0ei8i7cRM57SJTkD4EkhQPn3rRMNCDBWbdxTZEsnvKwuvMQk5GVAcqhP38tkhy7ZxQSOK1ixVUWKGPxPNDfRUJx214tffH-bK2Z78j1PeFwhoFbEJHECT_xV-TDRPrLvAl-eWE.UuNTyeD2OxPViPZCW7hhIMvFCAP2MF-up9XQV0U2uco&dib_tag=se&qid=1719038866&sr=8-70&srs=24229290011
Genie 205ECO Desktop Calculator,$21.12 ,,"Environmentally-friendly desktop calculator in a trendy design 100 % solar operated (no batteries required) Made of more than 70 % recycled materials, has ""Blue Angel"" certification 10-digit angled display Functions: basic arithmetic calculation, conversion key, percentage calculation, 4-key memory, Mark Up function for profit calculation, Grand Total key, correction key, double zero key","Manufacturing practices
Manufactured using processes that reduce the risk of negative environmental impact.
As certified by
Blue Angel",3.4 out of 5 stars,6 ratings,https://www.amazon.com/-/zh/dp/B004WC228U/ref=sr_1_71?dib=eyJ2IjoiMSJ9.y_sy_m6cYShC6EIlpk-03HYpZso0y59UHBv0E0ei8i7cRM57SJTkD4EkhQPn3rRMNCDBWbdxTZEsnvKwuvMQk5GVAcqhP38tkhy7ZxQSOK1ixVUWKGPxPNDfRUJx214tffH-bK2Z78j1PeFwhoFbEJHECT_xV-TDRPrLvAl-eWE.UuNTyeD2OxPViPZCW7hhIMvFCAP2MF-up9XQV0U2uco&dib_tag=se&qid=1719038866&sr=8-71&srs=24229290011
"Leitz Elasticated Folder A4 Capacity 300 Sheets Primary Box, Yellow",$5.93 ,,3 flaps on the underside.: No Type of closure: elastic band closure Material: 100% Pendarec cardboard (RC) Grammage: 430 g/mÂ² For paper size: A4 Width: 232 mm Height: 318 mm,"Manufacturing practices
Manufactured using processes that reduce the risk of negative environmental impact.
As certified by
Blue Angel",3.6 out of 5 stars,4 ratings,https://www.amazon.com/-/zh/dp/B000KJONN6/ref=sr_1_72?dib=eyJ2IjoiMSJ9.y_sy_m6cYShC6EIlpk-03HYpZso0y59UHBv0E0ei8i7cRM57SJTkD4EkhQPn3rRMNCDBWbdxTZEsnvKwuvMQk5GVAcqhP38tkhy7ZxQSOK1ixVUWKGPxPNDfRUJx214tffH-bK2Z78j1PeFwhoFbEJHECT_xV-TDRPrLvAl-eWE.UuNTyeD2OxPViPZCW7hhIMvFCAP2MF-up9XQV0U2uco&dib_tag=se&qid=1719038866&sr=8-72&srs=24229290011
"Cherry Stream Desktop - Tastatur & Maus Set - kabellos - QWERTZ - deutsches Layout - Schwarz, JD-8500DE-2",$79.85 ,,Cherry Stream Desktop - Keyboard & Mouse Set - Wireless - QWERTZ - German Layout - Black - Keyboard Encrypted Item package quantity: 1 Item package weight: 1.4 kilograms Number of items: 1,"Manufacturing practices
Manufactured using processes that reduce the risk of negative environmental impact.
As certified by
Blue Angel",4.5 out of 5 stars,"1,093 ratings",https://www.amazon.com/-/zh/dp/B08PVVZHCM/ref=sr_1_73?dib=eyJ2IjoiMSJ9.y_sy_m6cYShC6EIlpk-03HYpZso0y59UHBv0E0ei8i7cRM57SJTkD4EkhQPn3rRMNCDBWbdxTZEsnvKwuvMQk5GVAcqhP38tkhy7ZxQSOK1ixVUWKGPxPNDfRUJx214tffH-bK2Z78j1PeFwhoFbEJHECT_xV-TDRPrLvAl-eWE.UuNTyeD2OxPViPZCW7hhIMvFCAP2MF-up9XQV0U2uco&dib_tag=se&qid=1719038866&sr=8-73&srs=24229290011
Schneider Line-up Fineliner Pen - Romantic Red,$5.16 ,,Fine liner Pen 30 ink colours are available 0.4 mm tip Pen body made of bio based plastic Slip-proof thanks to the rubberised three edge design,"Manufacturing practices
Manufactured using processes that reduce the risk of negative environmental impact.
As certified by
Blue Angel",4.6 out of 5 stars,273 ratings,https://www.amazon.com/-/zh/dp/B01EITKQ2A/ref=sr_1_74?dib=eyJ2IjoiMSJ9.y_sy_m6cYShC6EIlpk-03HYpZso0y59UHBv0E0ei8i7cRM57SJTkD4EkhQPn3rRMNCDBWbdxTZEsnvKwuvMQk5GVAcqhP38tkhy7ZxQSOK1ixVUWKGPxPNDfRUJx214tffH-bK2Z78j1PeFwhoFbEJHECT_xV-TDRPrLvAl-eWE.UuNTyeD2OxPViPZCW7hhIMvFCAP2MF-up9XQV0U2uco&dib_tag=se&qid=1719038866&sr=8-74&srs=24229290011
LEITZ 3907-00-55 Lights Part File 7 A4 Green,$21.54 ,,H 12.6 x W 9.6 x D 0.2 inches (320 x 2,"Manufacturing practices
Manufactured using processes that reduce the risk of negative environmental impact.
As certified by
Blue Angel",4.2 out of 5 stars,32 ratings,https://www.amazon.com/-/zh/dp/B0007OEJHO/ref=sr_1_75?dib=eyJ2IjoiMSJ9.y_sy_m6cYShC6EIlpk-03HYpZso0y59UHBv0E0ei8i7cRM57SJTkD4EkhQPn3rRMNCDBWbdxTZEsnvKwuvMQk5GVAcqhP38tkhy7ZxQSOK1ixVUWKGPxPNDfRUJx214tffH-bK2Z78j1PeFwhoFbEJHECT_xV-TDRPrLvAl-eWE.UuNTyeD2OxPViPZCW7hhIMvFCAP2MF-up9XQV0U2uco&dib_tag=se&qid=1719038866&sr=8-75&srs=24229290011
Melitta Coffee Filters 100/40 Natural Brown (Pack of 40 Filters),$12.19 ,,Melitta 12603.3,"Forestry practices
Made with materials from well-managed forests, recycled materials, and/or other controlled wood sources.
As certified by
The Forest Stewardship Council   Blue Angel",4.4 out of 5 stars,992 ratings,https://www.amazon.com/-/zh/dp/B005HBUZHK/ref=sr_1_81?dib=eyJ2IjoiMSJ9.KWfUZb97qnI0qXMVJCB6ngp0w1U9gVZVdNwlGYaVu9gwsaOp7qciLNB8oioNBjo6ylxn63AFEea-RZ7cHNiBGA.rbrfSPTMw2PWtKe4wTNs1jovF19FmD-UVOWW7FiS0rc&dib_tag=se&qid=1719038948&sr=8-81&srs=24229290011
Herlitz Ordner maX. File Nature A4 8 cm 1 Ordner red,$8.97 ,,Herlitz 05171301 Colour: black. Red Material: cardboard. Format: A4,"Manufacturing practices
Manufactured using processes that reduce the risk of negative environmental impact.
As certified by
Blue Angel",4.5 out of 5 stars,100 ratings,https://www.amazon.com/-/zh/dp/B000S5JQIE/ref=sr_1_82?dib=eyJ2IjoiMSJ9.KWfUZb97qnI0qXMVJCB6ngp0w1U9gVZVdNwlGYaVu9gwsaOp7qciLNB8oioNBjo6ylxn63AFEea-RZ7cHNiBGA.rbrfSPTMw2PWtKe4wTNs1jovF19FmD-UVOWW7FiS0rc&dib_tag=se&qid=1719038948&sr=8-82&srs=24229290011
Leitz A5 Italian Plain Paper Book - Neutral,$1.00 ,,,"Manufacturing practices
Manufactured using processes that reduce the risk of negative environmental impact.
As certified by
Blue Angel",Previous slide of product details,,https://www.amazon.com/-/zh/dp/B000VWX33S/ref=sr_1_83?dib=eyJ2IjoiMSJ9.KWfUZb97qnI0qXMVJCB6ngp0w1U9gVZVdNwlGYaVu9gwsaOp7qciLNB8oioNBjo6ylxn63AFEea-RZ7cHNiBGA.rbrfSPTMw2PWtKe4wTNs1jovF19FmD-UVOWW7FiS0rc&dib_tag=se&qid=1719038948&sr=8-83&srs=24229290011
